[safe_ngspice] pd_diag.spice  memcap=2500MB timeout=1800s floor=2000MB
raw_pp1             =  1.406013e+00 from=  5.000000e-09 to=  2.500000e-08
raw_pp              =  1.397776e+00 from=  2.500000e-07 to=  3.000000e-07
up_avg              =  5.522612e-01 from=  2.500000e-07 to=  3.000000e-07
up_pp               =  1.343626e+00 from=  2.500000e-07 to=  3.000000e-07
dn_avg              =  3.999442e-01 from=  2.500000e-07 to=  3.000000e-07
dn_pp               =  1.337778e+00 from=  2.500000e-07 to=  3.000000e-07
biasn               =  2.858856e-01 from=  2.500000e-07 to=  3.000000e-07
biasp               =  7.696229e-01 from=  2.500000e-07 to=  3.000000e-07
 meas tran vb_avg avg v(x1.ibias) from=250n to=300n failed!

n4_avg              =  6.618092e-01 from=  2.500000e-07 to=  3.000000e-07
n4_pp               =  7.025839e-01 from=  2.500000e-07 to=  3.000000e-07
n5_avg              =  6.665711e-01 from=  2.500000e-07 to=  3.000000e-07
n5_pp               =  7.028269e-01 from=  2.500000e-07 to=  3.000000e-07
x4t1                =  2.545605e-01 from=  2.500000e-07 to=  3.000000e-07
x4t2                =  3.818845e-01 from=  2.500000e-07 to=  3.000000e-07
buf_pp              =  1.177552e+00 from=  2.500000e-07 to=  3.000000e-07
ch1_pp              =  1.250225e+00 from=  2.500000e-07 to=  3.000000e-07
ch2_pp              =  1.260240e+00 from=  2.500000e-07 to=  3.000000e-07
buf_avg             =  5.443858e-01 from=  2.500000e-07 to=  3.000000e-07
ch1_avg             =  5.362258e-01 from=  2.500000e-07 to=  3.000000e-07
out_pp              =  1.307664e+00 from=  2.500000e-07 to=  3.000000e-07
vctrl_end           =  6.161544e-01 from=  2.500000e-07 to=  3.000000e-07
pre_end             =  8.666189e-05 from=  2.500000e-07 to=  3.000000e-07
ngspice-42 done
[safe_ngspice] exit rc=0
